Order_ID,Order_Date,Year,Quarter,Month,Month_Name,Year_Month,Customer_ID,Customer_Name,Customer_Segment,Customer_Since,Customer_Tenure_Days,Customer_Tenure_Years,City,State,Region,Product_ID,Product_Name,Category,Subcategory,Brand,Sales_Channel,Quantity,Unit_Price,Discount,Discount_Percent,Discount_Amount,Discount_Per_Unit,Unit_Cost,Gross_Sales,Revenue,Revenue_Per_Unit,COGS,Gross_Profit,Profit_Per_Unit,Gross_Margin,Day_Name
ORD02287,2025-05-15,2025,Q2,5,May,2025-05,CUS0266,Warinder Patil,Consumer,2021-11-05,1287,3.523613963039014,Bengaluru,Karnataka,South,PROD022,Gel Pen Pack,Office Supplies,Writing & Paper,WriteWell,Online,3,292.75,0.0,0,0.0,0.0,143.45,878.25,878.25,292.75,430.35,447.9,149.3,0.5099914602903501,Thursday
ORD02288,2025-08-10,2025,Q3,8,August,2025-08,CUS0865,Aradhana Lal,Corporate,2023-07-18,754,2.064339493497604,Mangaluru,Karnataka,South,PROD017,Filing Cabinet,Furniture,Storage,WorkPro,Online,13,7265.08,0.15,15,14166.91,1089.762307692308,5085.56,94446.04,80279.13,6175.317692307693,66112.28,14166.85,1089.757692307692,0.1764698994620395,Sunday
ORD02289,2024-07-23,2024,Q3,7,July,2024-07,CUS0964,Agastya Virk,Corporate,2021-11-27,969,2.652977412731006,Bengaluru,Karnataka,South,PROD019,Drawer Unit,Furniture,Storage,HomeSpace,Store,8,3965.46,0.05,5,1586.18,198.2725,2577.55,31723.68,30137.5,3767.1875,20620.4,9517.1,1189.6375,0.315789299046039,Tuesday
ORD02290,2025-03-20,2025,Q1,3,March,2025-03,CUS0934,Warhi Gandhi,Corporate,2021-08-21,1307,3.578370978781656,Mumbai,Maharashtra,West,PROD032,Coffee Maker,Home & Lifestyle,Kitchen,HomeEase,Online,5,4279.69,0.2,20,4279.69,855.9379999999999,2781.8,21398.45,17118.76,3423.751999999999,13909.0,3209.76,641.952,0.1874995618841552,Thursday
ORD02291,2023-08-23,2023,Q3,8,August,2023-08,CUS0072,Kevin Palla,Consumer,2021-08-02,751,2.056125941136208,Durgapur,West Bengal,East,PROD042,Dumbbell Set,Sports & Fitness,Fitness Equipment,ActiveLife,Online,2,2430.74,0.0,0,0.0,0.0,1507.06,4861.48,4861.48,2430.74,3014.12,1847.36,923.68,0.3799995063231773,Wednesday
ORD02292,2025-12-07,2025,Q4,12,December,2025-12,CUS0196,Parth Singhal,Consumer,2025-06-01,189,0.5174537987679672,Chennai,Tamil Nadu,South,PROD001,Wireless Mouse,Electronics,Computer Accessories,NovaTech,Online,2,884.46,0.0,0,0.0,0.0,512.99,1768.92,1768.92,884.46,1025.98,742.94,371.47,0.4199963819731814,Sunday
ORD02293,2025-08-28,2025,Q3,8,August,2025-08,CUS0437,Mohini De,Consumer,2024-02-26,549,1.503080082135524,Warangal,Telangana,South,PROD035,Lunch Box,Home & Lifestyle,Kitchen,LifePlus,Store,3,593.89,0.1,10,178.17,59.38999999999999,320.7,1781.67,1603.5,534.5,962.1,641.4,213.8,0.4,Thursday
ORD02294,2024-02-18,2024,Q1,2,February,2024-02,CUS0487,Bhavika Bhargava,Consumer,2021-10-05,866,2.3709787816564,Pune,Maharashtra,West,PROD019,Drawer Unit,Furniture,Storage,HomeSpace,Online,3,3847.76,0.05,5,577.16,192.3866666666667,2501.04,11543.28,10966.12,3655.373333333333,7503.12,3463.0,1154.333333333333,0.3157908175361933,Sunday
ORD02295,2023-11-05,2023,Q4,11,November,2023-11,CUS0979,Balveer Dube,Corporate,2023-09-30,36,0.09856262833675565,New Delhi,Delhi,North,PROD013,Computer Desk,Furniture,Office Furniture,WorkPro,Online,10,8014.58,0.2,20,16029.16,1602.916,5369.77,80145.8,64116.64,6411.664,53697.7,10418.94,1041.894,0.1624997816479466,Sunday
ORD02296,2025-08-16,2025,Q3,8,August,2025-08,CUS0699,Xalak Bobal,Small Business,2025-06-30,47,0.1286789869952088,Chennai,Tamil Nadu,South,PROD008,Noise Cancelling Headphones,Electronics,Audio,SoundMax,Online,2,7749.82,0.0,0,0.0,0.0,4804.89,15499.64,15499.64,7749.82,9609.78,5889.86,2944.93,0.379999793543592,Saturday
ORD02297,2025-05-14,2025,Q2,5,May,2025-05,CUS0143,Udyati Kunda,Consumer,2024-02-21,448,1.226557152635181,Pune,Maharashtra,West,PROD048,Cricket Bat,Sports & Fitness,Sports Accessories,SportMax,Online,3,3034.6,0.0,0,0.0,0.0,1911.8,9103.8,9103.8,3034.6,5735.4,3368.4,1122.8,0.3699993409345548,Wednesday
ORD02298,2024-04-09,2024,Q2,4,April,2024-04,CUS0889,Kashvi Atwal,Corporate,2023-09-29,193,0.5284052019164955,Warangal,Telangana,South,PROD019,Drawer Unit,Furniture,Storage,HomeSpace,Store,9,4001.45,0.05,5,1800.65,200.0722222222222,2600.94,36013.05,34212.4,3801.377777777778,23408.46,10803.94,1200.437777777778,0.3157901813377606,Tuesday
ORD02299,2024-08-30,2024,Q3,8,August,2024-08,CUS0902,Omaja Sawhney,Corporate,2024-03-27,156,0.4271047227926078,Mysuru,Karnataka,South,PROD018,Storage Rack,Furniture,Storage,HomeSpace,Online,13,5232.82,0.15,15,10204.0,784.9230769230769,3505.99,68026.66,57822.66,4447.896923076923,45577.87,12244.79,941.9069230769231,0.211764557355196,Friday
ORD02300,2025-11-03,2025,Q4,11,November,2025-11,CUS0581,Nicholas Khosla,Consumer,2025-10-27,7,0.01916495550992471,Siliguri,West Bengal,East,PROD031,Electric Kettle,Home & Lifestyle,Kitchen,HomeEase,Online,2,1746.12,0.0,0,0.0,0.0,1082.59,3492.24,3492.24,1746.12,2165.18,1327.06,663.53,0.3800025198726319,Monday
ORD02301,2024-02-03,2024,Q1,2,February,2024-02,CUS0633,Nidhi Gour,Small Business,2022-08-03,549,1.503080082135524,Lucknow,Uttar Pradesh,North,PROD034,Water Bottle,Home & Lifestyle,Kitchen,LifePlus,Online,3,680.77,0.1,10,204.23,68.07666666666667,374.42,2042.31,1838.08,612.6933333333333,1123.26,714.82,238.2733333333333,0.3888949338440112,Saturday
ORD02302,2024-05-18,2024,Q2,5,May,2024-05,CUS0572,Upkaar Mital,Consumer,2021-09-08,983,2.691307323750856,Nagpur,Maharashtra,West,PROD028,Staple Pack,Office Supplies,Desk Supplies,WriteWell,Online,3,119.29,0.05,5,17.89,5.963333333333334,59.65,357.87,339.98,113.3266666666667,178.95,161.03,53.67666666666667,0.473645508559327,Saturday
ORD02303,2024-09-19,2024,Q3,9,September,2024-09,CUS0812,Jalsa Aggarwal,Small Business,2024-08-21,29,0.07939767282683094,Hyderabad,Telangana,South,PROD021,Ballpoint Pen Pack,Office Supplies,Writing & Paper,WriteWell,Online,5,261.6,0.05,5,65.4,13.08,125.57,1308.0,1242.6,248.52,627.85,614.75,122.95,0.4947287944632223,Thursday
ORD02304,2025-08-20,2025,Q3,8,August,2025-08,CUS0190,Darpan Gandhi,Consumer,2023-08-14,737,2.017796030116358,Mangaluru,Karnataka,South,PROD036,Table Lamp,Home & Lifestyle,Home Essentials,HomeEase,Online,1,1142.1,0.05,5,57.1,57.1,639.58,1142.1,1085.0,1085.0,639.58,445.42,445.42,0.4105253456221198,Wednesday
ORD02305,2025-07-30,2025,Q3,7,July,2025-07,CUS0289,Ojasvi Chandran,Consumer,2023-08-30,700,1.916495550992471,Ahmedabad,Gujarat,West,PROD003,USB-C Hub,Electronics,Computer Accessories,TechCore,Online,2,1872.27,0.05,5,187.23,93.615,1067.19,3744.54,3557.31,1778.655,2134.38,1422.93,711.465,0.4000016866677349,Wednesday
ORD02306,2023-09-03,2023,Q3,9,September,2023-09,CUS0398,Sanaya Sandhu,Consumer,2022-06-02,458,1.253935660506502,Lucknow,Uttar Pradesh,North,PROD018,Storage Rack,Furniture,Storage,HomeSpace,Online,2,5672.54,0.0,0,0.0,0.0,3800.6,11345.08,11345.08,5672.54,7601.2,3743.88,1871.94,0.3300003173181679,Sunday
ORD02307,2025-10-07,2025,Q4,10,October,2025-10,CUS0940,Andrew Chauhan,Corporate,2024-06-07,487,1.333333333333333,Noida,Uttar Pradesh,North,PROD035,Lunch Box,Home & Lifestyle,Kitchen,LifePlus,Store,14,574.44,0.05,5,402.11,28.72214285714286,310.2,8042.16,7640.05,545.7178571428572,4342.8,3297.25,235.5178571428571,0.4315744006910949,Tuesday
ORD02308,2025-06-13,2025,Q2,6,June,2025-06,CUS0974,Rishi Menon,Corporate,2024-10-26,230,0.6297056810403833,Kanpur,Uttar Pradesh,North,PROD035,Lunch Box,Home & Lifestyle,Kitchen,LifePlus,Online,12,606.96,0.2,20,1456.7,121.3916666666667,327.76,7283.52,5826.82,485.5683333333333,3933.12,1893.7,157.8083333333333,0.324997168266739,Friday
ORD02309,2025-12-10,2025,Q4,12,December,2025-12,CUS0962,Jack Pandey,Corporate,2025-10-13,58,0.1587953456536619,Surat,Gujarat,West,PROD037,Wall Clock,Home & Lifestyle,Home Essentials,HomeEase,Store,5,886.06,0.2,20,886.06,177.212,513.91,4430.3,3544.24,708.848,2569.55,974.69,194.938,0.2750067715504594,Wednesday
ORD02310,2023-10-23,2023,Q4,10,October,2023-10,CUS0708,Yasti Jani,Small Business,2022-04-28,543,1.486652977412731,Delhi,Delhi,North,PROD041,Yoga Mat,Sports & Fitness,Fitness Equipment,ActiveLife,Online,3,887.41,0.15,15,399.33,133.11,488.08,2662.23,2262.9,754.3000000000001,1464.24,798.66,266.22,0.3529364974148216,Monday
ORD02311,2025-04-11,2025,Q2,4,April,2025-04,CUS0488,Baljiwan Gill,Consumer,2024-07-22,263,0.7200547570157426,Nagpur,Maharashtra,West,PROD037,Wall Clock,Home & Lifestyle,Home Essentials,HomeEase,Store,3,889.96,0.0,0,0.0,0.0,516.18,2669.88,2669.88,889.96,1548.54,1121.34,373.78,0.419996404332779,Friday
ORD02312,2023-03-29,2023,Q1,3,March,2023-03,CUS0950,Tanveer Shankar,Corporate,2022-08-16,225,0.6160164271047228,Kolkata,West Bengal,East,PROD001,Wireless Mouse,Electronics,Computer Accessories,NovaTech,Store,7,881.99,0.05,5,308.7,44.1,511.55,6173.93,5865.23,837.89,3580.85,2284.38,326.34,0.3894783324780103,Wednesday
ORD02313,2025-02-01,2025,Q1,2,February,2025-02,CUS0691,Tanay Doshi,Small Business,2024-07-03,213,0.5831622176591376,Delhi,Delhi,North,PROD048,Cricket Bat,Sports & Fitness,Sports Accessories,SportMax,Online,4,3037.95,0.15,15,1822.77,455.6925,1913.91,12151.8,10329.03,2582.2575,7655.64,2673.39,668.3475,0.258822948524692,Saturday
ORD02314,2025-12-24,2025,Q4,12,December,2025-12,CUS0976,Krishna Baria,Corporate,2024-08-24,487,1.333333333333333,Siliguri,West Bengal,East,PROD032,Coffee Maker,Home & Lifestyle,Kitchen,HomeEase,Store,8,4478.54,0.2,20,7165.66,895.7075,2911.05,35828.32,28662.66,3582.8325,23288.4,5374.26,671.7825,0.1875003924967187,Wednesday
ORD02315,2025-12-12,2025,Q4,12,December,2025-12,CUS0631,Zaitra Ghosh,Small Business,2025-09-11,92,0.2518822724161533,Nagpur,Maharashtra,West,PROD014,Standing Desk,Furniture,Office Furniture,WorkPro,Online,6,14848.32,0.1,10,8908.99,1484.831666666667,10245.34,89089.92,80180.93,13363.48833333333,61472.04,18708.89,3118.148333333333,0.2333334123213587,Friday
ORD02316,2025-10-31,2025,Q4,10,October,2025-10,CUS0751,Banjeet Kale,Small Business,2023-10-16,746,2.042436687200547,Durgapur,West Bengal,East,PROD002,Mechanical Keyboard,Electronics,Computer Accessories,NovaTech,Store,4,2819.15,0.05,5,563.83,140.9575,1691.49,11276.6,10712.77,2678.1925,6765.96,3946.81,986.7025,0.3684210526315789,Friday
ORD02317,2025-04-16,2025,Q2,4,April,2025-04,CUS0856,Timothy Kar,Corporate,2022-10-05,924,2.529774127310062,Bengaluru,Karnataka,South,PROD039,Air Purifier,Home & Lifestyle,Home Essentials,AirPure,Store,11,12057.85,0.15,15,19895.45,1808.677272727273,8440.49,132636.35,112740.9,10249.17272727273,92845.39,19895.51,1808.682727272727,0.1764710943410954,Wednesday
ORD02318,2025-05-05,2025,Q2,5,May,2025-05,CUS0619,Chaitanya Ratta,Small Business,2023-10-28,555,1.519507186858316,Mangaluru,Karnataka,South,PROD025,Copy Paper Ream,Office Supplies,Writing & Paper,PaperPlus,Online,5,448.66,0.05,5,112.17,22.434,278.17,2243.3,2131.13,426.226,1390.85,740.28,148.056,0.3473650129274141,Monday
ORD02319,2023-11-17,2023,Q4,11,November,2023-11,CUS0853,Inaya Padmanabhan,Corporate,2022-05-24,542,1.483915126625599,Bengaluru,Karnataka,South,PROD016,Bookshelf,Furniture,Storage,HomeSpace,Online,6,5830.31,0.2,20,6996.37,1166.061666666667,3848.0,34981.86,27985.49,4664.248333333334,23088.0,4897.49,816.2483333333333,0.1750010451844867,Friday
ORD02320,2024-02-27,2024,Q1,2,February,2024-02,CUS0856,Timothy Kar,Corporate,2022-10-05,510,1.396303901437372,Bengaluru,Karnataka,South,PROD045,Exercise Bike,Sports & Fitness,Fitness Equipment,FitTech,Online,10,24857.45,0.2,20,49714.9,4971.49,17897.36,248574.5,198859.6,19885.96,178973.6,19886.0,1988.6,0.1000002011469398,Tuesday
ORD02321,2023-11-16,2023,Q4,11,November,2023-11,CUS0629,Charita Basu,Small Business,2021-12-24,692,1.894592744695414,Siliguri,West Bengal,East,PROD026,Desk Organizer,Office Supplies,Desk Supplies,OrganizeIt,Store,3,509.03,0.1,10,152.71,50.90333333333334,279.97,1527.09,1374.38,458.1266666666667,839.91,534.47,178.1566666666667,0.3888808044354545,Thursday
ORD02322,2024-10-18,2024,Q4,10,October,2024-10,CUS0846,Deepa Toor,Small Business,2024-06-07,133,0.3641341546885695,Ahmedabad,Gujarat,West,PROD034,Water Bottle,Home & Lifestyle,Kitchen,LifePlus,Online,4,697.8,0.05,5,139.56,34.89,383.79,2791.2,2651.64,662.91,1535.16,1116.48,279.12,0.4210526315789474,Friday
ORD02323,2025-12-22,2025,Q4,12,December,2025-12,CUS0900,Aadhya Warrior,Corporate,2021-05-31,1666,4.561259411362081,Vadodara,Gujarat,West,PROD028,Staple Pack,Office Supplies,Desk Supplies,WriteWell,Store,9,123.16,0.15,15,166.27,18.47444444444444,61.58,1108.44,942.17,104.6855555555556,554.22,387.95,43.10555555555555,0.4117622085186325,Monday
ORD02324,2023-01-18,2023,Q1,1,January,2023-01,CUS0888,Leela Agrawal,Corporate,2021-04-28,630,1.724845995893224,Siliguri,West Bengal,East,PROD032,Coffee Maker,Home & Lifestyle,Kitchen,HomeEase,Store,2,4313.59,0.05,5,431.36,215.68,2803.83,8627.18,8195.82,4097.91,5607.66,2588.16,1294.08,0.3157902442952627,Wednesday
ORD02325,2024-12-31,2024,Q4,12,December,2024-12,CUS0967,Zashil Dhingra,Corporate,2021-07-12,1268,3.471594798083504,Kolkata,West Bengal,East,PROD023,Notebook,Office Supplies,Writing & Paper,PaperPlus,Online,15,172.62,0.05,5,129.46,8.630666666666666,89.76,2589.3,2459.84,163.9893333333333,1346.4,1113.44,74.22933333333334,0.4526473266553922,Tuesday
ORD02326,2024-10-08,2024,Q4,10,October,2024-10,CUS0346,Manya Dayal,Consumer,2021-09-21,1113,3.047227926078029,Kolkata,West Bengal,East,PROD004,Laptop Stand,Electronics,Computer Accessories,TechCore,Online,1,1434.9,0.0,0,0.0,0.0,789.2,1434.9,1434.9,1434.9,789.2,645.7,645.7,0.4499965154366158,Tuesday
ORD02327,2024-09-13,2024,Q3,9,September,2024-09,CUS0796,Advay Lanka,Small Business,2022-10-14,700,1.916495550992471,Kolkata,West Bengal,East,PROD023,Notebook,Office Supplies,Writing & Paper,PaperPlus,Online,8,174.15,0.15,15,208.98,26.1225,90.56,1393.2,1184.22,148.0275,724.48,459.74,57.4675,0.388221783114624,Friday
ORD02328,2025-04-30,2025,Q2,4,April,2025-04,CUS0173,Jonathan Swaminathan,Consumer,2021-11-15,1262,3.455167693360712,Kanpur,Uttar Pradesh,North,PROD026,Desk Organizer,Office Supplies,Desk Supplies,OrganizeIt,Store,3,482.6,0.0,0,0.0,0.0,265.43,1447.8,1447.8,482.6,796.29,651.51,217.17,0.45,Wednesday
ORD02329,2024-12-28,2024,Q4,12,December,2024-12,CUS0202,Suhani Chakrabarti,Consumer,2023-09-05,480,1.314168377823409,Pune,Maharashtra,West,PROD029,Scissors,Office Supplies,Desk Supplies,WriteWell,Online,3,180.94,0.05,5,27.14,9.046666666666667,97.71,542.82,515.68,171.8933333333333,293.13,222.55,74.18333333333334,0.4315660874961217,Saturday
ORD02330,2025-10-21,2025,Q4,10,October,2025-10,CUS0873,Kabir Kuruvilla,Corporate,2025-10-03,18,0.04928131416837783,Delhi,Delhi,North,PROD029,Scissors,Office Supplies,Desk Supplies,WriteWell,Store,6,182.95,0.1,10,109.77,18.295,98.79,1097.7,987.93,164.655,592.74,395.19,65.865,0.4000182199143664,Tuesday
ORD02331,2025-11-30,2025,Q4,11,November,2025-11,CUS0962,Jack Pandey,Corporate,2025-10-13,48,0.1314168377823409,Surat,Gujarat,West,PROD041,Yoga Mat,Sports & Fitness,Fitness Equipment,ActiveLife,Online,3,889.29,0.05,5,133.39,44.46333333333333,489.11,2667.87,2534.48,844.8266666666667,1467.33,1067.15,355.7166666666667,0.4210528392411856,Sunday
ORD02332,2025-09-13,2025,Q3,9,September,2025-09,CUS0706,Fitan Yadav,Small Business,2025-07-29,46,0.1259411362080766,Pune,Maharashtra,West,PROD035,Lunch Box,Home & Lifestyle,Kitchen,LifePlus,Store,1,605.09,0.1,10,60.51,60.51,326.75,605.09,544.58,544.58,326.75,217.83,217.83,0.3999963274450035,Saturday
ORD02333,2024-07-20,2024,Q3,7,July,2024-07,CUS0681,Charles Randhawa,Small Business,2023-08-08,347,0.9500342231348392,Surat,Gujarat,West,PROD024,Spiral Notebook,Office Supplies,Writing & Paper,PaperPlus,Store,1,251.67,0.15,15,37.75,37.75,128.35,251.67,213.92,213.92,128.35,85.57,85.57,0.400009349289454,Saturday
ORD02334,2025-11-06,2025,Q4,11,November,2025-11,CUS0995,Hemang Jha,Corporate,2025-07-29,100,0.2737850787132101,Warangal,Telangana,South,PROD032,Coffee Maker,Home & Lifestyle,Kitchen,HomeEase,Online,7,4555.81,0.05,5,1594.53,227.79,2961.28,31890.67,30296.14,4328.02,20728.96,9567.18,1366.74,0.3157887440446209,Thursday
ORD02335,2023-06-20,2023,Q2,6,June,2023-06,CUS0965,Lakshmi Dhillon,Corporate,2021-06-14,736,2.015058179329226,Vadodara,Gujarat,West,PROD001,Wireless Mouse,Electronics,Computer Accessories,NovaTech,Store,3,883.86,0.1,10,265.16,88.38666666666667,512.64,2651.58,2386.42,795.4733333333334,1537.92,848.5,282.8333333333333,0.3555535069266935,Tuesday
ORD02336,2024-02-03,2024,Q1,2,February,2024-02,CUS0602,Faraj Patel,Small Business,2023-02-22,346,0.947296372347707,Pune,Maharashtra,West,PROD049,Badminton Racket,Sports & Fitness,Sports Accessories,SportMax,Store,8,1816.26,0.0,0,0.0,0.0,1071.59,14530.08,14530.08,1816.26,8572.72,5957.36,744.67,0.4100018719786814,Saturday
ORD02337,2025-12-30,2025,Q4,12,December,2025-12,CUS0611,Ryan Gole,Small Business,2025-09-06,115,0.3148528405201916,Coimbatore,Tamil Nadu,South,PROD018,Storage Rack,Furniture,Storage,HomeSpace,Online,5,5765.12,0.05,5,1441.28,288.256,3862.63,28825.6,27384.32,5476.864,19313.15,8071.17,1614.234,0.2947369151397588,Tuesday
ORD02338,2024-05-04,2024,Q2,5,May,2024-05,CUS0965,Lakshmi Dhillon,Corporate,2021-06-14,1055,2.888432580424367,Vadodara,Gujarat,West,PROD018,Storage Rack,Furniture,Storage,HomeSpace,Store,9,5253.61,0.15,15,7092.37,788.0411111111111,3519.92,47282.49,40190.12,4465.568888888889,31679.28,8510.84,945.6488888888889,0.2117644834103506,Saturday
ORD02339,2025-11-06,2025,Q4,11,November,2025-11,CUS0873,Kabir Kuruvilla,Corporate,2025-10-03,34,0.09308692676249145,Delhi,Delhi,North,PROD008,Noise Cancelling Headphones,Electronics,Audio,SoundMax,Store,6,7378.14,0.2,20,8853.77,1475.628333333333,4574.45,44268.84,35415.07,5902.511666666666,27446.7,7968.37,1328.061666666667,0.2249994140912329,Thursday
ORD02340,2025-06-25,2025,Q2,6,June,2025-06,CUS0894,Tamanna Venkatesh,Corporate,2025-06-17,8,0.02190280629705681,Surat,Gujarat,West,PROD010,Soundbar,Electronics,Audio,AudioWave,Store,14,8849.63,0.2,20,24778.96,1769.925714285714,5663.76,123894.82,99115.86,7079.704285714286,79292.64,19823.22,1415.944285714286,0.2000004842817285,Wednesday
ORD02341,2025-02-18,2025,Q1,2,February,2025-02,CUS0223,Yadavi Narula,Consumer,2021-11-08,1198,3.279945242984257,Coimbatore,Tamil Nadu,South,PROD022,Gel Pen Pack,Office Supplies,Writing & Paper,WriteWell,Store,3,285.58,0.0,0,0.0,0.0,139.93,856.74,856.74,285.58,419.79,436.95,145.65,0.5100147069122487,Tuesday
ORD02342,2025-02-12,2025,Q1,2,February,2025-02,CUS0340,Yug Sarma,Consumer,2024-09-27,138,0.37782340862423,Chennai,Tamil Nadu,South,PROD005,Webcam,Electronics,Computer Accessories,ViewPro,Online,2,2548.82,0.05,5,254.88,127.44,1580.27,5097.64,4842.76,2421.38,3160.54,1682.22,841.11,0.3473680298011877,Wednesday
ORD02343,2025-05-19,2025,Q2,5,May,2025-05,CUS0872,Pratyush Memon,Corporate,2021-10-31,1296,3.548254620123203,Pune,Maharashtra,West,PROD037,Wall Clock,Home & Lifestyle,Home Essentials,HomeEase,Store,7,931.83,0.15,15,978.42,139.7742857142857,540.46,6522.81,5544.39,792.0557142857143,3783.22,1761.17,251.5957142857143,0.3176490109822722,Monday
ORD02344,2025-08-11,2025,Q3,8,August,2025-08,CUS0647,Rachit Murty,Small Business,2024-11-02,282,0.7720739219712526,Coimbatore,Tamil Nadu,South,PROD004,Laptop Stand,Electronics,Computer Accessories,TechCore,Store,6,1532.87,0.05,5,459.86,76.64333333333333,843.08,9197.22,8737.36,1456.226666666667,5058.48,3678.88,613.1466666666666,0.4210516677806568,Monday
ORD02345,2023-06-23,2023,Q2,6,June,2023-06,CUS0328,Aahana Hora,Consumer,2022-06-24,364,0.9965776865160849,Noida,Uttar Pradesh,North,PROD020,Office Storage Box,Furniture,Storage,OrganizeIt,Online,2,1193.98,0.05,5,119.4,59.7,716.39,2387.96,2268.56,1134.28,1432.78,835.78,417.89,0.3684187325880735,Friday
ORD02346,2023-08-08,2023,Q3,8,August,2023-08,CUS0918,Girish Bath,Corporate,2021-01-31,919,2.516084873374401,Delhi,Delhi,North,PROD036,Table Lamp,Home & Lifestyle,Home Essentials,HomeEase,Online,7,1155.42,0.05,5,404.4,57.77142857142857,647.04,8087.94,7683.54,1097.648571428571,4529.28,3154.26,450.6085714285715,0.4105217126480763,Tuesday
ORD02347,2024-03-19,2024,Q1,3,March,2024-03,CUS0414,Dhruv Mannan,Consumer,2023-07-21,242,0.6625598904859685,Kolkata,West Bengal,East,PROD005,Webcam,Electronics,Computer Accessories,ViewPro,Online,1,2517.98,0.05,5,125.9,125.9,1561.15,2517.98,2392.08,2392.08,1561.15,830.93,830.93,0.3473671449115414,Tuesday
ORD02348,2025-09-17,2025,Q3,9,September,2025-09,CUS0907,Ishaan Cherian,Corporate,2025-03-27,174,0.4763860369609856,Madurai,Tamil Nadu,South,PROD015,Folding Table,Furniture,Office Furniture,HomeSpace,Online,15,4281.05,0.05,5,3210.79,214.0526666666667,2739.87,64215.75,61004.96,4066.997333333333,41098.05,19906.91,1327.127333333333,0.3263162536292131,Wednesday
ORD02349,2025-08-01,2025,Q3,8,August,2025-08,CUS0945,Ishaan Chatterjee,Corporate,2022-11-20,985,2.69678302532512,Madurai,Tamil Nadu,South,PROD010,Soundbar,Electronics,Audio,AudioWave,Online,11,9113.51,0.05,5,5012.43,455.6754545454546,5832.65,100248.61,95236.18,8657.834545454545,64159.15,31077.03,2825.184545454546,0.3263153772022355,Friday
ORD02350,2024-10-22,2024,Q4,10,October,2024-10,CUS0837,Neha Dhawan,Small Business,2024-06-02,142,0.3887748117727584,Noida,Uttar Pradesh,North,PROD041,Yoga Mat,Sports & Fitness,Fitness Equipment,ActiveLife,Store,6,860.05,0.0,0,0.0,0.0,473.03,5160.3,5160.3,860.0500000000001,2838.18,2322.12,387.02,0.4499970931922562,Tuesday
ORD02351,2024-11-12,2024,Q4,11,November,2024-11,CUS0340,Yug Sarma,Consumer,2024-09-27,46,0.1259411362080766,Chennai,Tamil Nadu,South,PROD019,Drawer Unit,Furniture,Storage,HomeSpace,Online,3,4087.3,0.0,0,0.0,0.0,2656.75,12261.9,12261.9,4087.3,7970.25,4291.65,1430.55,0.3499987766985541,Tuesday
ORD02352,2025-03-03,2025,Q1,3,March,2025-03,CUS0007,Harini Mall,Consumer,2022-04-29,1039,2.844626967830253,Kolkata,West Bengal,East,PROD020,Office Storage Box,Furniture,Storage,OrganizeIt,Online,3,1226.04,0.0,0,0.0,0.0,735.62,3678.12,3678.12,1226.04,2206.86,1471.26,490.42,0.4000032625362957,Monday
ORD02353,2025-10-11,2025,Q4,10,October,2025-10,CUS0545,Balveer Bora,Consumer,2022-08-08,1160,3.175906913073237,Hyderabad,Telangana,South,PROD002,Mechanical Keyboard,Electronics,Computer Accessories,NovaTech,Online,3,2715.24,0.0,0,0.0,0.0,1629.14,8145.72,8145.72,2715.24,4887.42,3258.3,1086.1,0.4000014731662763,Saturday
ORD02354,2023-05-06,2023,Q2,5,May,2023-05,CUS0815,Finn Solanki,Small Business,2021-12-25,497,1.360711841204654,Hyderabad,Telangana,South,PROD028,Staple Pack,Office Supplies,Desk Supplies,WriteWell,Online,3,122.11,0.15,15,54.95,18.31666666666667,61.05,366.33,311.38,103.7933333333333,183.15,128.23,42.74333333333333,0.4118119339713533,Saturday
ORD02355,2025-01-31,2025,Q1,1,January,2025-01,CUS0677,Nakul Sastry,Small Business,2024-11-19,73,0.1998631074606434,Siliguri,West Bengal,East,PROD026,Desk Organizer,Office Supplies,Desk Supplies,OrganizeIt,Online,1,484.89,0.0,0,0.0,0.0,266.69,484.89,484.89,484.89,266.69,218.2,218.2,0.4499989688382932,Friday
ORD02356,2023-06-05,2023,Q2,6,June,2023-06,CUS0949,Rohan Guha,Corporate,2022-01-11,510,1.396303901437372,Noida,Uttar Pradesh,North,PROD048,Cricket Bat,Sports & Fitness,Sports Accessories,SportMax,Store,11,3060.86,0.1,10,3366.95,306.0863636363636,1928.34,33669.46,30302.51,2754.773636363636,21211.74,9090.77,826.4336363636364,0.3000005610096326,Monday
ORD02357,2024-08-30,2024,Q3,8,August,2024-08,CUS0320,Ishwar Ravel,Consumer,2021-03-06,1273,3.485284052019165,Hyderabad,Telangana,South,PROD012,Executive Office Chair,Furniture,Office Furniture,WorkPro,Online,2,12162.36,0.0,0,0.0,0.0,8270.4,24324.72,24324.72,12162.36,16540.8,7783.92,3891.96,0.3200003946602468,Friday
ORD02358,2025-09-01,2025,Q3,9,September,2025-09,CUS0812,Jalsa Aggarwal,Small Business,2024-08-21,376,1.02943189596167,Hyderabad,Telangana,South,PROD029,Scissors,Office Supplies,Desk Supplies,WriteWell,Online,5,185.84,0.05,5,46.46,9.292,100.35,929.2,882.74,176.548,501.75,380.99,76.19800000000001,0.4315993384235449,Monday
